team, avg RP/Match, opr
frc11, 2.0833333333333335, 33.984954409078185
frc25, 2.9166666666666665, 59.4184393274184
frc41, 3.0, 48.35292558957575
frc56, 2.75, 39.47560197149013
frc75, 2.0, 28.401428886497776
frc102, 2.6666666666666665, 32.97553885898629
frc193, 2.75, 39.67845890504516
frc222, 2.0833333333333335, 29.89536168515722
frc223, 1.9166666666666667, 26.819994284779916
frc225, 3.5, 58.109344674743014
frc272, 2.4166666666666665, 25.073442587979237
frc303, 2.25, 37.47919264633641
frc321, 2.8333333333333335, 35.056622799266634
frc341, 3.25, 59.5722964274761
frc365, 2.0833333333333335, 35.790758314688844
frc423, 1.75, 24.69188489172986
frc484, 2.6666666666666665, 29.182120105885748
frc708, 2.6666666666666665, 39.54194739090439
frc834, 2.25, 32.926634460782
frc869, 2.9166666666666665, 44.9370818951675
frc1089, 2.5833333333333335, 41.447179933684865
frc1143, 2.8333333333333335, 32.67986390932694
frc1218, 2.6666666666666665, 35.76258059281929
frc1257, 1.9166666666666667, 32.166204176723625
frc1279, 1.5, 29.29597075889134
frc1391, 3.0833333333333335, 36.943880157795746
frc1403, 2.25, 32.03850559370168
frc1626, 2.4166666666666665, 33.44933808121569
frc1640, 2.0, 37.87830689704993
frc1647, 2.4166666666666665, 28.86806060887317
frc1676, 1.9166666666666667, 23.575506698176127
frc1712, 3.0, 32.0035764294533
frc1811, 2.0833333333333335, 29.729830565193552
frc1923, 2.5833333333333335, 35.6122525910499
frc1989, 3.0, 45.562934503033134
frc2016, 2.1666666666666665, 30.15947519029103
frc2559, 2.1666666666666665, 26.287442615706382
frc2590, 2.8333333333333335, 45.223219043205454
frc2607, 2.3333333333333335, 37.640560564100966
frc3314, 3.25, 53.023016312162085
frc3637, 2.0833333333333335, 32.696210125115584
frc4342, 2.25, 27.981745569786593
frc4454, 1.5, 22.33502382999961
frc4573, 2.25, 33.421148449500386
frc4575, 2.0833333333333335, 26.49262422838508
frc4637, 1.4166666666666667, 20.00267142499801
frc4653, 2.1666666666666665, 31.879015241978838
frc4750, 2.25, 30.10293467946372
frc4954, 2.0833333333333335, 35.45539674558454
frc5113, 2.5, 28.65055707677194
frc5401, 3.3333333333333335, 42.808969814970546
frc5404, 2.4166666666666665, 39.415700471051494
frc5407, 2.25, 28.20551299614542
frc5624, 2.0833333333333335, 26.138478077396076
frc5666, 1.5833333333333333, 19.688409809634255
frc5684, 2.5, 40.55306413927499
frc5895, 3.25, 46.296877439449204
frc5938, 2.0, 25.017750518143544
frc6016, 2.3333333333333335, 26.62663333247448
frc6203, 1.9166666666666667, 29.43620736109788
