team, avg RP/Match, opr
frc435, 2.0, 33.48581032518557
frc587, 2.1666666666666665, 28.469569874484467
frc900, 2.25, 33.999500672746166
frc1533, 2.3333333333333335, 47.274880808761566
frc2059, 2.75, 36.97115104078565
frc2640, 2.0833333333333335, 33.67268837656108
frc2642, 2.6666666666666665, 33.732305191558176
frc2655, 2.3333333333333335, 29.90258230012472
frc2682, 1.9166666666666667, 27.73028108503476
frc3196, 1.5833333333333333, 23.751969319573366
frc3402, 1.8333333333333333, 24.18740633676957
frc3459, 2.9166666666666665, 32.35903624363125
frc3506, 2.9166666666666665, 40.6534931089919
frc3661, 2.0833333333333335, 25.564750732066273
frc3680, 1.0833333333333333, 13.150510857729785
frc3737, 1.3333333333333333, 21.83510800014589
frc3971, 2.1666666666666665, 30.3182923325892
frc4290, 2.0, 27.56828820964572
frc4561, 2.75, 36.12909023281836
frc4795, 2.6666666666666665, 35.909190296685665
frc4828, 1.6666666666666667, 19.005986808902804
frc4935, 1.75, 24.640315862180564
frc5160, 2.5833333333333335, 36.85586620044525
frc5446, 1.6666666666666667, 24.915696244943
frc5511, 1.6666666666666667, 22.665507209455686
frc5518, 2.3333333333333335, 31.06433799261956
frc5544, 2.0, 26.97836411315729
frc5679, 1.75, 25.600786096718217
frc5854, 2.8333333333333335, 42.47963746169373
frc6003, 2.0, 28.841121620412178
frc6004, 1.5833333333333333, 22.734587906618486
frc6215, 1.3333333333333333, 19.635220470297327
