team, avg RP/Match, opr
frc27, 3.4166666666666665, 52.99379740225971
frc33, 3.3333333333333335, 61.46915787105573
frc51, 2.6666666666666665, 38.12961052370943
frc66, 2.0, 38.65564613867554
frc67, 3.1666666666666665, 56.29470039904052
frc68, 2.1666666666666665, 36.87044313812113
frc70, 3.3333333333333335, 50.094021212314395
frc74, 2.1666666666666665, 42.16331039789439
frc85, 2.4166666666666665, 47.043729455002286
frc107, 2.5833333333333335, 47.44544435248504
frc123, 2.0833333333333335, 30.478927268323833
frc217, 2.6666666666666665, 44.352758953704445
frc494, 3.0833333333333335, 49.8577981605043
frc503, 2.25, 37.15724004402646
frc548, 2.6666666666666665, 44.156456537614496
frc573, 2.9166666666666665, 40.640995852124156
frc858, 2.8333333333333335, 45.434856696764115
frc1023, 3.0, 50.9259405245289
frc1025, 2.25, 39.95166451619541
frc1250, 2.5, 30.920646941784547
frc1322, 1.5833333333333333, 17.65403340063212
frc1481, 2.4166666666666665, 29.20517729657125
frc1684, 2.5833333333333335, 39.25130171472962
frc1701, 2.75, 42.07281822638549
frc1711, 2.25, 29.276974597502214
frc1718, 2.25, 39.08715702438819
frc1918, 3.3333333333333335, 54.94209160104148
frc2054, 2.5, 48.3819426456417
frc2137, 2.1666666666666665, 36.9572851322059
frc2337, 2.4166666666666665, 37.80394687534324
frc2474, 3.25, 43.41754972711938
frc2586, 2.5, 36.34672672354155
frc2604, 2.25, 23.942842724447345
frc2611, 1.9166666666666667, 28.99483967838509
frc2612, 2.3333333333333335, 35.93744957664965
frc2619, 2.6666666666666665, 40.33804444824118
frc2767, 3.6666666666666665, 54.77723219660901
frc2771, 3.25, 67.85236946756018
frc2834, 2.75, 47.17756190142899
frc2959, 1.8333333333333333, 30.45118561784695
frc3098, 2.6666666666666665, 44.69385380295379
frc3234, 2.5833333333333335, 38.31103202853894
frc3357, 2.6666666666666665, 36.40144370282783
frc3414, 2.25, 34.48654620801862
frc3452, 2.75, 42.15259587571471
frc3534, 3.0, 39.069369761000424
frc3536, 2.3333333333333335, 36.69911858597354
frc3538, 2.0, 26.23391721121204
frc3539, 2.3333333333333335, 38.793580010502225
frc3546, 2.6666666666666665, 45.210292769480596
frc3548, 2.4166666666666665, 35.826775472833354
frc3602, 2.4166666666666665, 30.825255974316956
frc3604, 2.8333333333333335, 42.455622736552286
frc3618, 2.4166666666666665, 36.45999782245026
frc3620, 3.3333333333333335, 57.78997706623509
frc3641, 3.0833333333333335, 56.040504466494205
frc3655, 2.4166666666666665, 35.45277320681559
frc3656, 2.0, 38.91345596728463
frc3668, 2.25, 31.41069115774015
frc3688, 2.9166666666666665, 48.25957454335235
frc3707, 2.3333333333333335, 28.58938122789497
frc3767, 1.5833333333333333, 23.790755177658607
frc3770, 2.75, 40.23078634079833
frc3886, 2.0, 24.739660796448625
frc4003, 3.4166666666666665, 47.74873999668137
frc4216, 2.3333333333333335, 34.25884084410057
frc4362, 3.0, 48.086937469966074
frc4377, 2.4166666666666665, 36.035048287418164
frc4381, 1.8333333333333333, 31.494489005711323
frc4384, 2.4166666666666665, 48.295092025608554
frc4391, 2.9166666666666665, 44.313185954623634
frc4680, 2.0, 32.808679418418
frc4776, 2.0833333333333335, 30.379818307473112
frc4967, 3.4166666666666665, 57.775194208843914
frc5048, 2.9166666666666665, 40.7128552136983
frc5050, 3.0833333333333335, 40.92259326863803
frc5053, 3.0, 29.080001903984183
frc5084, 2.8333333333333335, 32.95753368686093
frc5090, 1.6666666666666667, 24.38012428971018
frc5114, 2.3333333333333335, 41.82135625210935
frc5150, 3.4166666666666665, 38.93161578304418
frc5155, 2.0833333333333335, 40.090319761078696
frc5166, 2.3333333333333335, 32.98907725839655
frc5167, 2.5, 35.68561821943542
frc5203, 2.0, 39.74482943591397
frc5222, 1.9166666666666667, 27.016153092553072
frc5230, 2.0, 34.016037560928254
frc5448, 2.5833333333333335, 46.25125821874516
frc5460, 2.9166666666666665, 51.55929248122364
frc5502, 1.8333333333333333, 28.818017499727734
frc5505, 2.9166666666666665, 51.87186105216966
frc5712, 2.5833333333333335, 38.90021478955556
frc5878, 2.75, 33.35913030722035
frc5907, 2.0833333333333335, 35.28113760737247
frc5926, 1.6666666666666667, 25.873751834540567
frc5980, 3.4166666666666665, 42.72306766431713
frc6075, 2.1666666666666665, 25.78913323721412
frc6086, 2.75, 41.40166586310505
frc6097, 2.0833333333333335, 28.989959291039344
frc6098, 2.4166666666666665, 30.36586014411525
frc6121, 2.1666666666666665, 30.97625219914191
frc6193, 2.75, 25.38595102315089
