team, avg RP/Match, opr
frc60, 2.5454545454545454, 30.821092136173515
frc295, 1.7272727272727273, 28.585766042820552
frc585, 0.8181818181818182, 11.720389200700824
frc597, 1.5454545454545454, 24.158433808323426
frc687, 1.8181818181818181, 31.736891990007155
frc842, 2.3636363636363638, 44.07995476916437
frc987, 3.5, 66.89132420377196
frc988, 1.4545454545454546, 15.510602234183606
frc1515, 1.6363636363636365, 23.264899766794805
frc1661, 1.3636363636363635, 16.54093516495425
frc1772, 1.6363636363636365, 19.787011862504357
frc2144, 2.5454545454545454, 35.56618867730618
frc2429, 1.0909090909090908, 10.885932608877708
frc2486, 2.090909090909091, 34.78918450096776
frc2543, 1.8181818181818181, 36.47490261972276
frc2839, 1.5454545454545454, 15.33649680077556
frc2972, 1.6363636363636365, 27.711257930044553
frc2984, 1.5454545454545454, 29.760038550066998
frc3009, 2.4545454545454546, 35.190369037107814
frc3011, 2.5454545454545454, 34.387330804011356
frc3128, 2.1818181818181817, 30.19986135845987
frc3200, 2.727272727272727, 33.5918074149693
frc3255, 3.090909090909091, 49.37231305133268
frc3491, 1.9090909090909092, 30.892928649018245
frc3495, 2.4545454545454546, 42.11814053857429
frc3577, 1.1818181818181819, 13.147620731295625
frc3794, 2.090909090909091, 23.34780120491677
frc3965, 2.0, 32.573315240453
frc4141, 1.4545454545454546, 16.400941935304864
frc4276, 2.909090909090909, 38.30184144628675
frc4415, 2.272727272727273, 30.98781359863761
frc4603, 1.9090909090909092, 20.660092089998425
frc4792, 0.7272727272727273, 7.161190458324468
frc4800, 1.4545454545454546, 20.256079767678376
frc4984, 1.8181818181818181, 26.84740412428124
frc5012, 2.8181818181818183, 35.82018674221979
frc5049, 1.7272727272727273, 23.163977229341036
frc5199, 2.090909090909091, 33.89868551561219
frc5429, 2.090909090909091, 36.78898891888593
frc5449, 1.8181818181818181, 29.656455754535536
frc5480, 1.0909090909090908, 15.661288068082747
frc5516, 0.9090909090909091, 10.398063010964947
frc5800, 1.6363636363636365, 25.340510146821487
frc5824, 1.6363636363636365, 18.98472243297387
frc5831, 1.2727272727272727, 11.78841407127635
frc5851, 1.9090909090909092, 37.123925055140376
frc5869, 2.0, 26.93803254875903
frc5875, 1.1818181818181819, 16.700479499465267
frc6154, 1.3636363636363635, 20.804121490857156
